OBJECTID_1,NEIGHBOURHOOD_NAME,HOOD_158,ASSAULT_2014,ASSAULT_2015,ASSAULT_2016,ASSAULT_2017,ASSAULT_2018,ASSAULT_2019,ASSAULT_2020,ASSAULT_2021,ASSAULT_2022,ASSAULT_2023,ASSAULT_2024,ASSAULT_2025,ASSAULT_RATE_2014,ASSAULT_RATE_2015,ASSAULT_RATE_2016,ASSAULT_RATE_2017,ASSAULT_RATE_2018,ASSAULT_RATE_2019,ASSAULT_RATE_2020,ASSAULT_RATE_2021,ASSAULT_RATE_2022,ASSAULT_RATE_2023,ASSAULT_RATE_2024,ASSAULT_RATE_2025,AUTOTHEFT_2014,AUTOTHEFT_2015,AUTOTHEFT_2016,AUTOTHEFT_2017,AUTOTHEFT_2018,AUTOTHEFT_2019,AUTOTHEFT_2020,AUTOTHEFT_2021,AUTOTHEFT_2022,AUTOTHEFT_2023,AUTOTHEFT_2024,AUTOTHEFT_2025,AUTOTHEFT_RATE_2014,AUTOTHEFT_RATE_2015,AUTOTHEFT_RATE_2016,AUTOTHEFT_RATE_2017,AUTOTHEFT_RATE_2018,AUTOTHEFT_RATE_2019,AUTOTHEFT_RATE_2020,AUTOTHEFT_RATE_2021,AUTOTHEFT_RATE_2022,AUTOTHEFT_RATE_2023,AUTOTHEFT_RATE_2024,AUTOTHEFT_RATE_2025,BIKETHEFT_2014,BIKETHEFT_2015,BIKETHEFT_2016,BIKETHEFT_2017,BIKETHEFT_2018,BIKETHEFT_2019,BIKETHEFT_2020,BIKETHEFT_2021,BIKETHEFT_2022,BIKETHEFT_2023,BIKETHEFT_2024,BIKETHEFT_2025,BIKETHEFT_RATE_2014,BIKETHEFT_RATE_2015,BIKETHEFT_RATE_2016,BIKETHEFT_RATE_2017,BIKETHEFT_RATE_2018,BIKETHEFT_RATE_2019,BIKETHEFT_RATE_2020,BIKETHEFT_RATE_2021,BIKETHEFT_RATE_2022,BIKETHEFT_RATE_2023,BIKETHEFT_RATE_2024,BIKETHEFT_RATE_2025,BREAKENTER_2014,BREAKENTER_2015,BREAKENTER_2016,BREAKENTER_2017,BREAKENTER_2018,BREAKENTER_2019,BREAKENTER_2020,BREAKENTER_2021,BREAKENTER_2022,BREAKENTER_2023,BREAKENTER_2024,BREAKENTER_2025,BREAKENTER_RATE_2014,BREAKENTER_RATE_2015,BREAKENTER_RATE_2016,BREAKENTER_RATE_2017,BREAKENTER_RATE_2018,BREAKENTER_RATE_2019,BREAKENTER_RATE_2020,BREAKENTER_RATE_2021,BREAKENTER_RATE_2022,BREAKENTER_RATE_2023,BREAKENTER_RATE_2024,BREAKENTER_RATE_2025,HOMICIDE_2014,HOMICIDE_2015,HOMICIDE_2016,HOMICIDE_2017,HOMICIDE_2018,HOMICIDE_2019,HOMICIDE_2020,HOMICIDE_2021,HOMICIDE_2022,HOMICIDE_2023,HOMICIDE_2024,HOMICIDE_2025,HOMICIDE_RATE_2014,HOMICIDE_RATE_2015,HOMICIDE_RATE_2016,HOMICIDE_RATE_2017,HOMICIDE_RATE_2018,HOMICIDE_RATE_2019,HOMICIDE_RATE_2020,HOMICIDE_RATE_2021,HOMICIDE_RATE_2022,HOMICIDE_RATE_2023,HOMICIDE_RATE_2024,HOMICIDE_RATE_2025,ROBBERY_2014,ROBBERY_2015,ROBBERY_2016,ROBBERY_2017,ROBBERY_2018,ROBBERY_2019,ROBBERY_2020,ROBBERY_2021,ROBBERY_2022,ROBBERY_2023,ROBBERY_2024,ROBBERY_2025,ROBBERY_RATE_2014,ROBBERY_RATE_2015,ROBBERY_RATE_2016,ROBBERY_RATE_2017,ROBBERY_RATE_2018,ROBBERY_RATE_2019,ROBBERY_RATE_2020,ROBBERY_RATE_2021,ROBBERY_RATE_2022,ROBBERY_RATE_2023,ROBBERY_RATE_2024,ROBBERY_RATE_2025,SHOOTING_2014,SHOOTING_2015,SHOOTING_2016,SHOOTING_2017,SHOOTING_2018,SHOOTING_2019,SHOOTING_2020,SHOOTING_2021,SHOOTING_2022,SHOOTING_2023,SHOOTING_2024,SHOOTING_2025,SHOOTING_RATE_2014,SHOOTING_RATE_2015,SHOOTING_RATE_2016,SHOOTING_RATE_2017,SHOOTING_RATE_2018,SHOOTING_RATE_2019,SHOOTING_RATE_2020,SHOOTING_RATE_2021,SHOOTING_RATE_2022,SHOOTING_RATE_2023,SHOOTING_RATE_2024,SHOOTING_RATE_2025,THEFTFROMMV_2014,THEFTFROMMV_2015,THEFTFROMMV_2016,THEFTFROMMV_2017,THEFTFROMMV_2018,THEFTFROMMV_2019,THEFTFROMMV_2020,THEFTFROMMV_2021,THEFTFROMMV_2022,THEFTFROMMV_2023,THEFTFROMMV_2024,THEFTFROMMV_2025,THEFTFROMMV_RATE_2014,THEFTFROMMV_RATE_2015,THEFTFROMMV_RATE_2016,THEFTFROMMV_RATE_2017,THEFTFROMMV_RATE_2018,THEFTFROMMV_RATE_2019,THEFTFROMMV_RATE_2020,THEFTFROMMV_RATE_2021,THEFTFROMMV_RATE_2022,THEFTFROMMV_RATE_2023,THEFTFROMMV_RATE_2024,THEFTFROMMV_RATE_2025,THEFTOVER_2014,THEFTOVER_2015,THEFTOVER_2016,THEFTOVER_2017,THEFTOVER_2018,THEFTOVER_2019,THEFTOVER_2020,THEFTOVER_2021,THEFTOVER_2022,THEFTOVER_2023,THEFTOVER_2024,THEFTOVER_2025,THEFTOVER_RATE_2014,THEFTOVER_RATE_2015,THEFTOVER_RATE_2016,THEFTOVER_RATE_2017,THEFTOVER_RATE_2018,THEFTOVER_RATE_2019,THEFTOVER_RATE_2020,THEFTOVER_RATE_2021,THEFTOVER_RATE_2022,THEFTOVER_RATE_2023,THEFTOVER_RATE_2024,THEFTOVER_RATE_2025,POPULATION_2025,Shape__Area,Shape__Length
11,East Willowdale,152,45,37,56,45,46,55,40,54,58,47,86,52,284.557983398438,231.858627319336,346.020751953125,276.735748291016,280.590454101563,333.981048583984,243.828094482422,332.164611816406,349.671417236328,274.036499023438,489.220092773438,295.135925292969,17,21,31,17,15,31,22,45,44,90,47,32,107.499687194824,131.595443725586,191.547210693359,104.544616699219,91.4968872070313,188.243865966797,134.105453491211,276.803833007813,265.267974853516,524.750732421875,267.364471435547,181.622116088867,7,10,14,6,1,4,16,12,7,9,7,1,44.264575958252,62.664493560791,86.5051879882813,36.8980979919434,6.09979248046875,24.2895317077637,97.5312423706055,73.8143539428711,42.2017250061035,52.4750747680664,39.820240020752,5.6756911277771,69,58,54,73,56,54,36,26,40,73,52,35,436.322235107422,363.454071044922,333.662872314453,448.926879882813,341.58837890625,327.908660888672,219.445297241211,159.931106567383,241.152709960938,425.631164550781,295.807495117188,198.649185180664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,14,31,32,23,18,10,12,17,34,10,94.8526611328125,112.796089172363,86.5051879882813,190.640182495117,195.193359375,139.664810180664,109.722648620605,61.511962890625,72.3458099365234,99.1195831298828,193.41259765625,56.756908416748,1,0,0,0,1,2,2,1,2,1,1,1,6.32351064682007,0,0,0,6.09979248046875,12.1447658538818,12.1914052963257,6.15119647979736,12.057635307312,5.83056402206421,5.68860578536987,5.6756911277771,26,20,35,36,37,45,47,54,65,75,53,34,164.411285400391,125.328987121582,216.262969970703,221.388595581055,225.692321777344,273.257232666016,286.498016357422,332.164611816406,391.873138427734,437.292297363281,301.49609375,192.973495483398,3,4,3,6,3,9,4,5,13,14,11,9,18.9705333709717,25.0657978057861,18.5368270874023,36.8980979919434,18.2993774414063,54.6514434814453,24.3828105926514,30.7559814453125,78.3746337890625,81.6278915405273,62.5746612548828,51.0812187194824,17619,3513794.26660156,7758.01613004612
12,Yonge-Doris,151,63,70,73,79,89,78,62,71,74,103,98,123,292.343383789063,323.909118652344,333.821105957031,361.159362792969,405.818237304688,356.148132324219,285.346099853516,330.171142578125,335.494415283203,447.43701171875,411.453521728516,510.691314697266,8,6,6,18,18,27,18,42,42,48,31,24,37.1229705810547,27.7636394500732,27.4373512268066,82.2894744873047,82.0755996704102,123.282043457031,82.842414855957,195.3125,190.415740966797,208.51432800293,130.153671264648,99.6470794677734,11,14,21,10,13,12,26,13,30,18,14,11,51.0440826416016,64.7818222045898,96.0307312011719,45.7163772583008,59.2768211364746,54.7920188903809,119.661270141602,60.4538688659668,136.011245727539,78.1928787231445,58.7790756225586,45.6715812683105,8,8,12,10,7,22,27,19,17,16,18,14,37.1229705810547,37.0181846618652,54.8747024536133,45.7163772583008,31.9182891845703,100.452033996582,124.263626098633,88.3556518554688,77.0730361938477,69.5047760009766,75.5730972290039,58.1274642944336,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.34404850006104,0,0,7,10,22,16,27,20,11,25,9,14,21,17,32.4825973510742,46.2727317810059,100.603622436523,73.1462020874023,123.113403320313,91.3200302124023,50.625919342041,116.257438659668,40.8033714294434,60.8166809082031,88.1686096191406,70.5833511352539,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.19850540161133,0,14,11,15,20,23,70,85,78,71,142,52,54,64.9651947021484,50.9000053405762,68.593376159668,91.4327545166016,104.874382019043,319.6201171875,391.200286865234,362.723205566406,321.893280029297,616.854919433594,218.322280883789,224.205932617188,4,4,6,7,6,15,9,9,12,18,17,14,18.5614852905273,18.5090923309326,27.4373512268066,32.0014610290527,27.3585338592529,68.4900207519531,41.4212074279785,41.8526802062988,54.4044990539551,78.1928787231445,71.3745880126953,58.1274642944336,24085,471717.027099609,4845.44808882912
13,Fenside-Parkwoods,150,106,101,120,97,90,105,113,86,103,128,135,131,494.264678955078,472.890716552734,560.957397460938,450.471374511719,414.002471923828,480.505218505859,518.396179199219,397.246978759766,465.810424804688,558.05029296875,572.543334960938,553.232849121094,22,16,17,29,13,22,23,33,36,45,81,63,102.583229064941,74.9133834838867,79.4689636230469,134.677001953125,59.8003578186035,100.677284240723,105.514266967773,152.431976318359,162.807525634766,196.189559936523,343.526031494141,266.058532714844,1,4,8,8,2,4,2,5,3,7,3,2,4.66287422180176,18.7283458709717,37.397159576416,37.1522789001465,9.20005512237549,18.3049602508545,9.1751537322998,23.0957546234131,13.5672941207886,30.5183773040771,12.7231855392456,8.44630241394043,45,35,24,31,44,34,24,20,11,20,9,28,209.829345703125,163.873016357422,112.191474914551,143.965072631836,202.401214599609,155.592163085938,110.101844787598,92.3830184936523,49.7467422485352,87.1953582763672,38.1695594787598,118.248237609863,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,4.60002756118774,4.57624006271362,0,4.61915111541748,0,4.35976791381836,0,0,5,17,22,28,16,25,5,8,9,13,11,8,23.3143711090088,79.5954666137695,102.842185974121,130.032974243164,73.6004409790039,114.406005859375,22.9378833770752,36.9532089233398,40.7018814086914,56.6769828796387,46.6516799926758,33.7852096557617,0,2,2,5,1,1,3,3,3,1,1,2,0,9.36417293548584,9.349289894104,23.2201728820801,4.60002756118774,4.57624006271362,13.7627305984497,13.8574533462524,13.5672941207886,4.35976791381836,4.24106216430664,8.44630241394043,55,53,44,53,24,74,49,45,59,38,30,33,256.458068847656,248.150573730469,205.684371948242,246.133834838867,110.400665283203,338.641784667969,224.791259765625,207.861801147461,266.823455810547,165.671188354492,127.231857299805,139.363998413086,5,3,2,5,3,2,1,4,2,7,2,7,23.3143711090088,14.0462589263916,9.349289894104,23.2201728820801,13.8000831604004,9.15248012542725,4.5875768661499,18.4766044616699,9.04486274719238,30.5183773040771,8.48212432861328,29.5620594024658,23679,3315516.42041016,10299.715289467
14,Parkwoods-O'Connor Hills,149,47,45,52,56,46,57,37,52,67,96,67,78,325.417144775391,311.8935546875,359.215240478516,384.456939697266,313.372833251953,386.440673828125,251.906311035156,356.946746826172,456.621002197266,641.496826171875,442.273406982422,520.902893066406,17,19,11,17,9,8,23,20,37,57,64,46,117.704078674316,131.688385009766,75.9878387451172,116.710144042969,61.3120803833008,54.2372894287109,156.590408325195,137.287200927734,252.163833618164,380.888732910156,422.470123291016,307.199157714844,1,1,1,9,4,2,2,3,0,2,4,0,6.92376947402954,6.93096733093262,6.90798568725586,61.7877235412598,27.249813079834,13.5593223571777,13.6165580749512,20.5930805206299,0,13.3645172119141,26.4043827056885,0,25,26,22,35,34,34,24,17,18,35,30,30,173.09423828125,180.205154418945,151.975677490234,240.285598754883,231.623413085938,230.50846862793,163.398696899414,116.694122314453,122.674301147461,233.879043579102,198.032867431641,200.347274780273,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.80827903747559,0,0,0,0,0,7,1,11,18,6,9,4,16,7,6,7,10,48.4663848876953,6.93096733093262,75.9878387451172,123.57544708252,40.8747177124023,61.0169486999512,27.2331161499023,109.829765319824,47.706672668457,40.0935516357422,46.2076721191406,66.7824249267578,1,0,2,2,0,0,2,1,2,2,2,1,6.92376947402954,0,13.8159713745117,13.7306051254272,0,0,13.6165580749512,6.86436033248901,13.6304779052734,13.3645172119141,13.2021913528442,6.67824220657349,37,44,44,50,32,29,37,29,28,27,31,31,256.179473876953,304.962585449219,303.951354980469,343.26513671875,217.998504638672,196.610168457031,251.906311035156,199.066452026367,190.826690673828,180.420974731445,204.633972167969,207.025512695313,1,3,1,5,4,3,1,1,1,7,9,7,6.92376947402954,20.7929019927979,6.90798568725586,34.3265151977539,27.249813079834,20.3389835357666,6.80827903747559,6.86436033248901,6.81523895263672,46.7758102416992,59.4098625183105,46.7476959228516,14974,4146976.81201172,11283.2781025206
15,East L'Amoreaux,148,56,86,82,84,74,89,104,79,77,82,80,69,246.468017578125,382.154296875,366.496826171875,373.515930175781,325.948120117188,390.231079101563,456.90185546875,348.986175537109,336.024444580078,348.284057617188,333.444488525391,288.606323242188,7,8,13,11,14,14,14,19,46,52,73,40,30.8085021972656,35.5492362976074,58.103157043457,48.9128036499023,61.6658592224121,61.3846626281738,61.5060195922852,83.9333801269531,200.74186706543,220.863067626953,304.268096923828,167.308013916016,0,2,2,2,4,2,1,2,3,7,3,1,0,8.88730907440186,8.93894672393799,8.89323711395264,17.6188163757324,8.76923751831055,4.39328718185425,8.83509254455566,13.0918607711792,29.7315654754639,12.504168510437,4.18270015716553,35,50,20,33,35,40,23,14,24,26,36,56,154.042510986328,222.182723999023,89.3894729614258,146.738403320313,154.164642333984,175.384750366211,101.045600891113,61.8456497192383,104.734886169434,110.431533813477,150.050018310547,234.231216430664,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4.46947336196899,0,0,0,0,0,0,0,4.16805601119995,0,30,14,17,14,21,44,11,7,7,10,9,21,132.036437988281,62.2111625671387,75.9810485839844,62.2526550292969,92.4987869262695,192.923217773438,48.3261566162109,30.9228248596191,30.5476760864258,42.4736671447754,37.5125045776367,87.8367080688477,1,1,2,1,1,3,3,2,2,4,3,0,4.40121459960938,4.44365453720093,8.93894672393799,4.44661855697632,4.40470409393311,13.1538562774658,13.1798610687256,8.83509254455566,8.72790718078613,16.989465713501,12.504168510437,0,44,32,28,26,33,26,34,17,35,40,31,19,193.653442382813,142.19694519043,125.14525604248,115.612075805664,145.355239868164,114.00008392334,149.371765136719,75.0982894897461,152.738388061523,169.894668579102,129.209732055664,79.471305847168,3,7,2,3,6,2,2,4,11,6,1,4,13.2036437988281,31.1055812835693,8.93894672393799,13.3398551940918,26.4282245635986,8.76923751831055,8.7865743637085,17.6701850891113,48.003490447998,25.4841995239258,4.16805601119995,16.7308006286621,23908,3694316.38647461,8619.11862856782
16,L'Amoreaux West,147,69,79,95,103,93,113,85,101,99,119,114,96,304.259643554688,350.923950195313,415.227935791016,449.154022216797,403.803558349609,490.643035888672,371.179046630859,444.131744384766,430.603271484375,502.937316894531,471.834777832031,398.04296875,11,12,15,14,19,22,21,19,31,66,57,55,48.5051574707031,53.3049049377441,65.5623092651367,61.0500602722168,82.4975051879883,95.5234222412109,91.7030563354492,83.5495376586914,134.835372924805,278.940032958984,235.917388916016,228.045440673828,2,1,5,7,7,6,5,7,3,8,11,8,8.81911945343018,4.44207525253296,21.8541011810303,30.5250301361084,30.3938179016113,26.0518436431885,21.8340606689453,30.7814083099365,13.048583984375,33.8109130859375,45.5279159545898,33.1702461242676,33,34,30,40,41,46,25,17,17,27,41,39,145.515472412109,151.030563354492,131.124618530273,174.428741455078,178.020935058594,199.730804443359,109.170303344727,74.7548446655273,73.9419784545898,114.111831665039,169.694961547852,161.704956054688,1,0,1,1,0,0,3,0,1,1,0,0,4.40955972671509,0,4.37082052230835,4.36071872711182,0,0,13.1004362106323,0,4.34952831268311,4.22636413574219,0,0,25,24,23,27,22,21,16,8,10,19,27,21,110.238998413086,106.609809875488,100.528869628906,117.739402770996,95.5234222412109,91.1814498901367,69.8689956665039,35.1787528991699,43.4952812194824,80.3009185791016,111.750343322754,87.0718994140625,1,3,5,11,6,6,8,3,4,1,3,1,4.40955972671509,13.326226234436,21.8541011810303,47.9679069519043,26.0518436431885,26.0518436431885,34.934497833252,13.1920318603516,17.3981132507324,4.22636413574219,12.4167041778564,4.14628076553345,36,36,24,33,34,32,39,37,49,47,33,31,158.744155883789,159.91471862793,104.899688720703,143.903717041016,147.627105712891,138.943161010742,170.305679321289,162.701721191406,213.126876831055,198.639114379883,136.583755493164,128.534698486328,1,2,2,3,3,0,3,3,5,2,8,10,4.40955972671509,8.88415050506592,8.7416410446167,13.0821561813354,13.0259218215942,0,13.1004362106323,13.1920318603516,21.7476406097412,8.45272827148438,33.111213684082,41.4628067016602,24118,3460788.24389648,8739.66543079542
17,Malvern East,146,140,192,167,180,174,216,166,140,129,145,144,144,514.592346191406,713.807739257813,625.632202148438,667.259765625,636.616394042969,784.057495117188,602.344055175781,509.721099853516,466.057312011719,512.331298828125,501.82958984375,505.866638183594,18,14,18,27,33,40,42,43,44,67,79,64,66.1618728637695,52.0484809875488,67.4334106445313,100.088966369629,120.737594604492,145.195831298828,152.400299072266,156.557205200195,158.965286254883,236.732391357422,275.309295654297,224.829620361328,5,4,5,3,2,2,3,7,1,6,10,6,18.3782997131348,14.8709945678711,18.731502532959,11.1209964752197,7.31743001937866,7.2597918510437,10.8857364654541,25.4860553741455,3.61284732818604,21.199914932251,34.8492774963379,21.0777778625488,29,22,41,23,33,15,14,20,16,33,14,23,106.594131469727,81.7904663085938,153.598327636719,85.2609710693359,120.737594604492,54.4484367370605,50.8001022338867,72.8172988891602,57.8055572509766,116.599533081055,48.7889862060547,80.7981414794922,0,0,4,2,1,0,1,1,1,0,0,0,0,0,14.9852018356323,7.41399765014648,3.65871500968933,0,3.62857866287231,3.64086508750916,3.61284732818604,0,0,0,24,28,29,33,32,23,16,22,17,20,17,23,88.2158355712891,104.096961975098,108.642715454102,122.330963134766,117.078880310059,83.4876022338867,58.057258605957,80.0990295410156,61.4184036254883,70.6663818359375,59.2437705993652,80.7981414794922,2,4,9,6,7,5,9,4,5,3,5,0,7.35131978988647,14.8709945678711,33.7167053222656,22.2419929504395,25.6110057830811,18.1494789123535,32.6572074890137,14.5634603500366,18.0642356872559,10.5999574661255,17.4246387481689,0,29,20,27,52,26,36,61,26,72,52,36,53,106.594131469727,74.3549728393555,101.150115966797,192.763931274414,95.126594543457,130.676254272461,221.343292236328,94.6624908447266,260.125,183.732604980469,125.457397460938,186.187026977539,6,1,2,3,5,3,4,2,8,0,7,10,22.0539588928223,3.71774864196777,7.49260091781616,11.1209964752197,18.2935752868652,10.889687538147,14.5143146514893,7.28173017501831,28.9027786254883,0,24.3944931030273,35.1296272277832,28466,4832296.86474609,12117.7805678935
18,Malvern West,145,79,91,113,111,104,120,73,91,84,92,103,116,422.663299560547,490.486724853516,611.405700683594,599.255004882813,559.109741210938,644.572143554688,394.850708007813,496.453887939453,459.543731689453,496.894409179688,554.061340332031,635.02490234375,7,18,17,30,26,38,24,22,55,60,64,67,37.4511795043945,97.0193481445313,91.9813842773438,161.960800170898,139.777435302734,204.114517211914,129.813934326172,120.021820068359,300.891723632813,324.061584472656,344.271118164063,366.781616210938,2,3,3,4,2,5,4,1,3,2,1,2,10.7003374099731,16.1698913574219,16.2320098876953,21.5947742462158,10.7521104812622,26.8571739196777,21.6356563568115,5.45553731918335,16.4122772216797,10.8020524978638,5.37923622131348,10.9487056732178,34,21,24,12,31,29,11,14,8,16,17,8,181.905731201172,113.189239501953,129.856079101563,64.7843246459961,166.657699584961,155.771606445313,59.4980545043945,76.3775253295898,43.7660713195801,86.4164199829102,91.4470138549805,43.7948226928711,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,10.7521104812622,5.37143468856812,0,10.9110746383667,0,0,0,0,15,20,34,32,21,25,8,20,15,14,15,23,80.2525253295898,107.799278259277,183.962768554688,172.758193969727,112.897155761719,134.285873413086,43.271312713623,109.110748291016,82.0613784790039,75.6143646240234,80.6885452270508,125.910110473633,2,3,1,2,4,8,6,6,2,3,4,5,10.7003374099731,16.1698913574219,5.41066980361938,10.7973871231079,21.5042209625244,42.9714775085449,32.453483581543,32.7332229614258,10.941517829895,16.2030792236328,21.5169448852539,27.3717632293701,39,32,38,41,42,45,31,24,32,47,26,38,208.65657043457,172.478851318359,205.605453491211,221.346435546875,225.794311523438,241.714569091797,167.676330566406,130.932891845703,175.06428527832,253.848236083984,139.860137939453,208.025405883789,4,3,6,4,11,6,2,2,3,2,5,12,21.4006748199463,16.1698913574219,32.4640197753906,21.5947742462158,59.136604309082,32.2286071777344,10.8178281784058,10.9110746383667,16.4122772216797,10.8020524978638,26.8961811065674,65.6922302246094,18267,4029796.08544922,9154.55328825327
19,Morningside Heights,144,101,116,86,101,109,112,82,88,101,121,129,130,381.679382324219,439.061309814453,324.577301025391,380.156585693359,408.255004882813,418.973510742188,309.01416015625,335.301971435547,383.389007568359,451.088592529297,476.067474365234,486.108520507813,30,24,17,23,45,54,43,77,132,157,134,97,113.3701171875,90.8402709960938,64.1606292724609,86.5703125,168.545639038086,202.005081176758,162.044021606445,293.389221191406,501.062866210938,585.296752929688,494.519683837891,362.711730957031,3,3,1,1,2,0,0,4,2,1,2,2,11.3370113372803,11.3550338745117,3.77415466308594,3.76392650604248,7.49091720581055,0,0,15.2409982681274,7.59186172485352,3.72800469398499,7.38089084625244,7.47859239578247,39,40,42,30,45,36,19,25,24,33,39,40,147.381149291992,151.400451660156,158.514495849609,112.917793273926,168.545639038086,134.670059204102,71.6008453369141,95.2562408447266,91.1023406982422,123.024154663086,143.927368164063,149.571853637695,1,0,0,4,0,0,0,1,0,0,0,0,3.77900385856628,0,0,15.0557060241699,0,0,0,3.81024956703186,0,0,0,0,15,26,26,24,19,14,16,12,27,23,23,37,56.68505859375,98.4102935791016,98.1280212402344,90.3342361450195,71.1637115478516,52.3716888427734,60.2954483032227,45.7229957580566,102.490127563477,85.7441101074219,84.880241394043,138.353958129883,2,5,5,8,2,3,4,3,2,8,12,5,7.55800771713257,18.9250564575195,18.8707733154297,30.1114120483398,7.49091720581055,11.2225046157837,15.0738620758057,11.4307489395142,7.59186172485352,29.8240375518799,44.2853469848633,18.6964817047119,42,40,39,66,51,46,76,54,55,70,53,65,158.718154907227,151.400451660156,147.192031860352,248.419143676758,191.01838684082,172.078414916992,286.403381347656,205.753479003906,208.77619934082,260.960327148438,195.593612670898,243.054260253906,7,6,10,6,11,9,7,7,14,16,11,18,26.4530277252197,22.7100677490234,37.7415466308594,22.5835590362549,41.2000465393066,33.6675148010254,26.3792591094971,26.6717472076416,53.1430320739746,59.6480751037598,40.594898223877,67.3073348999023,26743,28954808.4042969,24951.3249377008
20,West Rouge,143,84,60,61,89,86,74,66,67,62,68,84,63,399.429382324219,285.659881591797,284.780578613281,412.094268798828,393.664733886719,336.256652832031,300.081848144531,305.531494140625,280.797088623047,301.578857421875,367.534454345703,278.342315673828,30,29,7,7,13,31,20,38,66,105,88,101,142.653350830078,138.068939208984,32.6797370910645,32.4119071960449,59.5074615478516,140.864273071289,90.9338912963867,173.286514282227,298.913055419922,465.673217773438,385.036102294922,446.231323242188,7,4,12,7,20,8,7,3,4,4,3,0,33.2857818603516,19.0439910888672,56.0224075317383,32.4119071960449,91.5499420166016,36.3520698547363,31.8268623352051,13.6805143356323,18.1159420013428,17.739933013916,13.1262302398682,0,36,33,34,41,36,23,19,22,22,26,21,17,171.184020996094,157.112930297852,158.730163574219,189.841186523438,164.789886474609,104.512199401855,86.3871994018555,100.323768615723,99.6376800537109,115.309562683105,91.8836135864258,75.1082458496094,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,4.5466947555542,4.56017160415649,0,4.434983253479,0,0,12,9,9,20,13,20,26,7,14,22,18,10,57.0613403320313,42.8489799499512,42.0168075561523,92.6054534912109,59.5074615478516,90.8801727294922,118.214057922363,31.921199798584,63.4057960510254,97.5696258544922,78.7573852539063,44.1813201904297,0,1,1,0,1,3,2,6,3,3,1,1,0,4.7609977722168,4.66853427886963,0,4.57749700546265,13.632025718689,9.0933895111084,27.3610286712646,13.5869569778442,13.304949760437,4.37541007995605,4.41813182830811,66,30,41,65,56,40,53,31,57,47,38,39,313.837371826172,142.829940795898,191.409896850586,300.967712402344,256.33984375,181.760345458984,240.974807739258,141.365310668945,258.152160644531,208.444213867188,166.265594482422,172.307144165039,3,2,3,5,5,4,3,4,4,4,4,10,14.2653350830078,9.52199554443359,14.0056018829346,23.1513633728027,22.8874855041504,18.1760349273682,13.6400833129883,18.240686416626,18.1159420013428,17.739933013916,17.5016403198242,44.1813201904297,22634,8582951.7434082,19556.4293993429
21,Woburn North,142,155,177,173,185,195,217,185,181,191,187,215,221,555.794616699219,636.050048828125,619.095336914063,658.456726074219,688.437805175781,763.305053710938,654.265075683594,647.168212890625,678.41162109375,650.299072265625,739.441467285156,768.882873535156,28,20,23,24,25,40,63,57,105,103,87,91,100.40160369873,71.8700561523438,82.3074722290039,85.4214096069336,88.2612533569336,140.701400756836,222.803787231445,203.804351806641,372.948791503906,358.186126708984,299.215850830078,316.598815917969,5,3,2,8,5,4,0,4,9,13,6,1,17.9288578033447,10.7805089950562,7.15717124938965,28.473804473877,17.652250289917,14.0701398849487,0,14.302059173584,31.9670391082764,45.2079582214355,20.6355762481689,3.47910785675049,65,89,42,38,61,60,25,28,35,45,30,52,233.075164794922,319.82177734375,150.300598144531,135.250564575195,215.357452392578,211.052093505859,88.4141998291016,100.114418029785,124.316261291504,156.489074707031,103.177879333496,180.913619995117,1,2,0,0,0,0,1,0,2,2,0,0,3.58577156066895,7.1870059967041,0,0,0,0,3.53656816482544,0,7.10378646850586,6.95507001876831,0,0,44,40,35,54,38,19,26,12,26,23,28,22,157.773956298828,143.740112304688,125.250503540039,192.198181152344,134.157104492188,66.8331604003906,91.9507675170898,42.906177520752,92.3492202758789,79.9833068847656,96.2993545532227,76.5403747558594,1,3,2,5,5,2,2,7,7,5,8,4,3.58577156066895,10.7805089950562,7.15717124938965,17.7961273193359,17.652250289917,7.03506994247437,7.07313632965088,25.0286045074463,24.8632526397705,17.3876762390137,27.5141010284424,13.916431427002,61,59,55,68,81,99,80,78,104,92,92,81,218.732070922852,212.016677856445,196.822219848633,242.027328491211,285.966461181641,348.235961914063,282.925445556641,278.890167236328,369.396881103516,319.933227539063,316.412170410156,281.807739257813,8,8,9,14,10,4,13,8,12,10,9,18,28.6861724853516,28.7480239868164,32.2072715759277,49.829158782959,35.304500579834,14.0701398849487,45.9753837585449,28.604118347168,42.6227188110352,34.7753524780273,30.9533634185791,62.6239433288574,28743,6299193.6628418,13078.7346420878
